,tickers,best_value,best_param
77,241560,1.347957316388888,"{'r1': 29, 'ad': 12, 'limad': 22, 'wmean': 7}"
78,006800,1.2066359136343772,"{'r1': 27, 'ad': 2, 'limad': 75, 'wmean': 10}"
79,001570,11.26129584667516,"{'r1': 21, 'ad': 2, 'limad': 21, 'wmean': 7}"
80,004020,1.065438146689864,"{'r1': 9, 'ad': 21, 'limad': 25, 'wmean': 10}"
81,034220,1.1657578710422651,"{'r1': 12, 'ad': 3, 'limad': 69, 'wmean': 6}"
82,032640,1.075663817545893,"{'r1': 9, 'ad': 21, 'limad': 33, 'wmean': 6}"
83,128940,1.2589482686429911,"{'r1': 5, 'ad': 23, 'limad': 6, 'wmean': 8}"
84,005070,5.09055387264492,"{'r1': 2, 'ad': 12, 'limad': 7, 'wmean': 4}"
85,097950,1.2014667006292905,"{'r1': 16, 'ad': 3, 'limad': 45, 'wmean': 4}"
86,036570,1.196829590488772,"{'r1': 24, 'ad': 6, 'limad': 51, 'wmean': 10}"
87,068760,2.8910807623460655,"{'r1': 10, 'ad': 5, 'limad': 23, 'wmean': 8}"
88,021240,1.0,"{'r1': 4, 'ad': 26, 'limad': 53, 'wmean': 9}"
89,005387,1.302057868074035,"{'r1': 22, 'ad': 16, 'limad': 17, 'wmean': 7}"
90,196170,2.5819602919151032,"{'r1': 4, 'ad': 15, 'limad': 8, 'wmean': 8}"
91,403870,,
92,078930,1.2693209711161166,"{'r1': 3, 'ad': 23, 'limad': 17, 'wmean': 9}"
93,267260,2.0294223973638883,"{'r1': 3, 'ad': 4, 'limad': 28, 'wmean': 4}"
94,029780,1.08614147889263,"{'r1': 11, 'ad': 22, 'limad': 17, 'wmean': 8}"
95,271560,1.1701163379624206,"{'r1': 22, 'ad': 14, 'limad': 25, 'wmean': 9}"
96,000720,1.1757712254952644,"{'r1': 9, 'ad': 13, 'limad': 18, 'wmean': 7}"
97,005940,1.053014795602553,"{'r1': 15, 'ad': 24, 'limad': 19, 'wmean': 4}"
98,058470,1.3544952847938079,"{'r1': 29, 'ad': 8, 'limad': 5, 'wmean': 8}"
99,018880,1.059270540028267,"{'r1': 2, 'ad': 8, 'limad': 52, 'wmean': 9}"
100,011780,1.128207671391693,"{'r1': 2, 'ad': 8, 'limad': 41, 'wmean': 4}"
101,071050,1.1550563236047107,"{'r1': 22, 'ad': 30, 'limad': 26, 'wmean': 8}"
102,035250,1.0528541226215644,"{'r1': 7, 'ad': 11, 'limad': 59, 'wmean': 8}"
103,277810,,
104,016360,1.0707886406371747,"{'r1': 2, 'ad': 2, 'limad': 67, 'wmean': 4}"
105,008930,1.2565793211431628,"{'r1': 4, 'ad': 9, 'limad': 54, 'wmean': 5}"
106,064350,2.5934686139097187,"{'r1': 4, 'ad': 18, 'limad': 12, 'wmean': 4}"
107,000120,1.2993864710789766,"{'r1': 9, 'ad': 5, 'limad': 56, 'wmean': 6}"
108,272210,,
109,035900,1.7813231850672462,"{'r1': 6, 'ad': 14, 'limad': 26, 'wmean': 9}"
110,003410,1.215962441314553,"{'r1': 7, 'ad': 29, 'limad': 28, 'wmean': 7}"
111,010620,1.284544246146111,"{'r1': 25, 'ad': 4, 'limad': 64, 'wmean': 6}"
